
elementId,creatTime,classificationName,classificationNo,elementName
419,2016-05-24,路政巡查-路政案件,GL100500,11
420,2016-05-24,路政巡查-路产巡查,GL100700,11
421,2016-05-19,沿线设施-治超-超限检测设备,GL050902,11
422,2016-05-24,路政巡查-路政巡查人员,GL100300,11
423,2016-05-19,沿线设施-标线,GL050200,11
424,2016-05-18,路线-行车道,GL010400,11
425,2016-05-19,航标-灯器,HD070400,13
426,2016-05-19,航标-航标基本信息,HD070101,13
427,2016-05-19,码头泊位,HD060300,13
428,2014-05-20,航道管理机构-航道管理机构拥有的设备数据,HD080300,13
429,2014-05-20,航道管理机构-航道管理机构联系人,HD080200,13
430,2014-05-20,航道管理机构-航道管理机构基本信息,HD080100,13
431,2014-05-20,临河(海)设施-临河(海)船厂,HD060500,13
432,2014-05-20,临河(海)设施-抽排水站,HD060400,13
433,2014-05-20,临河(海)设施-临河(海)设施位置信息,HD060200,13
434,2014-05-20,临河(海)设施-临河(海)设施基本信息,HD060100,13
435,2014-05-20,过河（海）建筑物-水下过河（海）建筑物基本信息,HD050201,13
436,2014-05-20,过河(海)建筑物-水上过河(海)建筑物-渡槽,HD050103,13
437,2014-05-20,过河(海)建筑物-水上过河(海)建筑物-桥梁,HD050102,13
438,2014-05-20,过河(海)建筑物-水上过河(海)建筑物-水上过河(海)建筑物基本信息,HD050101,13
439,2014-05-20,枢纽-通航建筑物-套闸,HD020207,13
440,2014-05-20,枢纽-通航建筑物-可通航节制闸,HD020206,13
441,2014-05-20,枢纽-通航建筑物-升船机,HD020205,13
442,2014-05-19,枢纽-通航建筑物-船闸,HD020204,13
443,2014-05-19,枢纽-通航建筑物-通航建筑物旅客通过量,HD020203,13
444,2014-05-19,枢纽-通航建筑物-通航建筑物货物通过量,HD020202,13
445,2014-05-19,枢纽-通航建筑物-通航建筑物基本信息,HD020201,13
446,2014-05-19,枢纽-枢纽基本信息,HD020100,13
447,2014-05-19,航道-航道断面,HD011200,13
448,2014-05-19,航道-主要浅滩,HD011100,13
449,2014-05-19,航道-瓶颈区段,HD011000,13
450,2014-05-19,航道-分叉辅航段,HD010900,13
451,2014-05-19,航道-界河航道(段),HD010800,13
452,2014-05-19,航道-控制点,HD010700,13
453,2014-05-19,航道-航道标牌,HD010600,13
454,2014-05-19,航道-航道维护信息,HD010500,13
455,2014-05-19,航道-航段辅助信息,HD010400,13
456,2014-05-19,航道-航段基本信息,HD010300,13
457,2014-05-14,航道-航段地理位置,HD010200,13
458,2014-05-14,航道-航道概况,HD010100,13
459,2016-05-19,航标-能源,HD070500,13
460,2016-05-18,航道-障碍物,HD011500,13
461,2016-05-18,整治建筑物-整治建筑物基本信息,HD030100,13
462,2016-05-19,航标-海区航标-音响航标,HD070303,13
463,2016-05-18,通航安全管理-水上水下活动船舶及设备,HD090500,13
464,2016-05-18,通航安全管理-平台,HD090400,13
465,2016-05-19,航标-海区航标-无线电航标,HD070304,13
466,2016-05-19,临河（海）设施-取（排）水口,HD060700,13
467,2016-05-18,通航安全管理-特殊功能水域,HD090200,13
468,2016-05-18,通航安全管理-人工岛（礁）,HD090300,13
469,2016-05-19,航标-灯船,HD070105,13
470,2016-05-19,过河（海）建筑物-隧道,HD050202,13
471,2016-05-18,同行安全管理-通航水域,HD090100,13
472,2016-05-19,航标-海区航标-视觉航标,HD070302,13
473,2016-05-19,航标-雷达应答器,HD070106,13
474,2016-05-18,通航安全管理-航行警告,HD090600,13
475,2016-05-19,航标-导标,HD070104,13
476,2016-05-18,整治建筑物-堤坝,HD030200,13
477,2016-05-19,临河（海）设施-渡口,HD060600,13
478,2016-05-18,航道-通行信号台,HD011400,13
479,2016-05-19,航标-航标标身基本信息,HD070103,13
480,2016-05-19,航标-内河航标,HD070200,13
481,2016-05-19,临河（海）设施-船坞,HD060800,13
482,2016-05-19,航标-海区航标-海区航标基本信息,HD070301,13
483,2016-05-19,航标-航标标灯基本信息,HD070102,13
484,2016-05-18,航道-水位信息,HD011300,13
485,2016-05-19,过河（海）建筑物-管道电线电缆,HD050300,13
486,2014-05-14,项目相关单位信息-企业信用信息,JX040500,12
487,2014-05-14,项目相关单位信息-单位相关人员信息,JX040400,12
488,2014-05-14,项目相关单位信息-单位业绩信息,JX040300,12
489,2014-05-14,项目相关单位信息-质量责任登记信息,JX040200,12
490,2014-05-14,项目相关单位信息-单位基本信息,JX040100,12
491,2014-05-14,项目工程情况信息-项目阶段情况信息-项目后评价,JX030309,12
492,2014-05-14,项目工程情况信息-项目阶段情况信息-项目交/竣工阶段,JX030308,12
493,2014-05-14,项目工程情况信息-项目阶段情况信息-项目实施阶段,JX030307,12
494,2014-05-14,项目工程情况信息-项目阶段情况信息-项目施工准备阶段,JX030306,12
495,2014-05-13,项目工程情况信息-项目阶段情况信息-项目招投标阶段,JX030305,12
496,2014-05-13,项目工程情况信息-项目阶段情况信息-施工图设计阶段,JX030304,12
497,2014-05-13,项目工程情况信息-项目阶段情况信息-初步设计阶段,JX030303,12
498,2014-05-13,项目工程情况信息-项目阶段情况信息-工程可行性研究阶段,JX030302,12
499,2014-04-24,项目工程情况信息-项目阶段情况信息-预可行性研究阶段,JX030301,12
500,2014-04-23,项目工程情况信息-工程进展情况信息-航运枢纽及通航建筑物工程进展情况信息,JX030207,12
501,2014-04-23,项目工程情况信息-工程进展情况信息-航标工程进展情况信息,JX030206,12
502,2014-04-23,项目工程情况信息-工程进展情况信息-航道工程进展情况信息,JX030205,12
503,2014-04-23,项目工程情况信息-工程进展情况信息-港口工程进展情况信息,JX030204,12
504,2014-04-23,项目工程情况信息-工程进展情况信息-公路独立隧道工程进展情况信息,JX030203,12
505,2014-04-23,项目工程情况信息-工程进展情况信息-公路独立桥梁工程进展情况信息,JX030202,12
506,2014-04-23,项目工程情况信息-工程进展情况信息-公路路线工程进展情况信息,JX030201,12
507,2014-04-23,项目工程情况信息-工程基本情况信息-航运枢纽及通航建筑物工程基本情况信息,JX030107,12
508,2014-04-23,项目工程情况信息-工程基本情况信息-航标工程基本情况信息,JX030106,12
509,2014-04-23,项目工程情况信息-工程基本情况信息-航道工程基本情况信息,JX030105,12
510,2014-04-23,项目工程情况信息-工程基本情况信息-港口工程基本情况信息,JX030104,12
511,2014-04-23,项目工程情况信息-工程基本情况信息-公路独立隧道工程基本情况信息,JX030103,12
512,2014-04-22,项目工程情况信息-工程基本情况信息-公路独立桥梁工程基本情况信息,JX030102,12
513,2014-04-22,项目工程情况信息-工程基本情况信息-公路路线工程基本情况信息,JX030101,12
514,2014-04-22,项目资金信息-项目资金使用情况信息-水运项目资金使用情况信息,JX020202,12
515,2014-04-22,项目资金信息-项目资金使用情况信息-公路项目资金使用情况信息,JX020201,12
516,2014-04-22,项目资金信息-项目资金来源情况信息,JX020100,12
517,2014-04-21,项目基础信息,JX010000,12
518,2016-05-30,项目相关单位信息-企业自有设备,JX040700,12
519,2016-05-30,项目相关单位信息-企业知识产权信息,JX040600,12
520,2016-05-30,项目相关单位信息-企业体系认证情况,JX040800,12
521,2016-05-27,交通运输生产-港口生产-进出港旅客,TJ030406,1
522,2016-05-26,交通生产装备-城市交通生产装备-轨道交通车辆,TJ020202,1
523,2016-05-25,交通基础设施-港口设施-铁路,TJ010403,1
524,2016-05-27,固定资产投资-固定资产投资计划,TJ060200,1
525,2016-05-26,交通运输生产-公路运输生产-公路交通量,TJ030103,1
526,2016-05-27,交通运输生产-城市客运生产-轮渡客运量,TJ030204,1
527,2016-05-30,固定资产投资-固定资产形象进度,TJ060500,1
528,2016-05-27,交通运输生产-城市客运生产-轨道交通客运量,TJ030202,1
529,2016-05-26,交通生产装备-城市交通生产装备-客运船舶,TJ020204,1
530,2016-05-27,交通质量.安全与环保-城市客运安全-出租汽车运输安全,TJ05020103,1
531,2016-05-30,交通科技-交通科技机构概况-交通科技机构基本信息,TJ070101,1
532,2016-05-25,交通基础设施-城市交通基础设施-客运枢纽设施,TJ010204,1
533,2016-05-27,交通运输生产-港口生产-进出港船舶,TJ030405,1
534,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-政策制度信息,TJ070805,1
535,2016-05-27,交通能源消耗-城市客运能源消耗-客运轮渡船舶能源消耗,TJ040204,1
536,2016-05-27,交通质量.安全与环保-水路运输质量.安全与环保-水上交通事故,TJ050301,1
537,2016-05-27,固定资产投资-固定资产投资项目属性,TJ060100,1
538,2016-05-25,交通基础设施-水路基础设施-助航设施,TJ010303,1
539,2016-05-27,交通能源消耗-水运船舶能源消耗-运输船舶能源消耗,TJ040301,1
540,2016-05-30,交通科技-交通科技项目人员及工作量投入情况,TJ070500,1
541,2016-05-27,交通运输生产-港口生产-运输船舶在港停时,TJ030404,1
542,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-交通科技可持续支持项目后续发展及产业化跟踪情况,TJ070900,1
543,2016-05-30,交通科技-交通科技机构科研条件-实验室和研究中心数量信息,TJ070301,1
544,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-成果转让情况,TJ070803,1
545,2016-05-27,交通质量.安全与环保-城市客运安全-轨道交通客运安全,TJ05020102,1
546,2016-05-26,交通生产装备-港口装备-装卸机械,TJ020401,1
547,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-其他成果.效益及影响情况,TJ070807,1
548,2016-05-26,交通生产装备-港口装备-港务船舶,TJ020402,1
549,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-研究报告及论文情况,TJ070801,1
550,2016-05-30,交通科技-交通科技机构科研建设-交通科研设备投资情况,TJ070203,1
551,2016-05-26,交通生产装备-水路交通生产装备-救捞系统装备,TJ020302,1
552,2016-05-27,交通能源消耗-城市客运能源消耗-公共汽电车汽油消耗量,TJ040201,1
553,2016-05-25,交通基础设施-城市交通基础设施-轨道交通设施,TJ010202,1
554,2016-05-25,交通基础设施-城市交通基础设施-客运轮渡设施,TJ010203,1
555,2016-05-25,交通基础设施-水路基础设施-航道,TJ010301,1
556,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-科技成果鉴定情况,TJ070808,1
557,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-标准制定情况,TJ070804,1
558,2016-05-30,交通科技-交通科技机构概况-交通科技活动人员信息,TJ070102,1
559,2016-05-27,交通运输生产-城市客运生产-出租汽车客运量,TJ030203,1
560,2016-05-25,交通基础设施-公路基础设施-公路运输场站,TJ010103,1
561,2016-05-27,交通能源消耗-城市客运能源消耗-轨道交通车辆能源消耗,TJ040202,1
562,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-人才信息,TJ070806,1
563,2016-05-26,交通运输生产-城市客运生产-公共汽电客运量,TJ030201,1
564,2016-05-27,交通运输生产-港口生产-堆存,TJ030403,1
565,2016-05-27,交通质量.安全与环保-水路运输质量.安全与环保-水上搜寻救助,TJ050302,1
566,2016-05-26,交通运输生产-公路运输生产-车辆维修,TJ030106,1
567,2016-05-27,固定资产投资-固定资产投资资金来源.到位及完成额,TJ060300,1
568,2016-05-25,交通基础设施-城市交通基础设施-城市道路,TJ010201,1
569,2016-05-26,交通运输生产-公路运输生产-公路养护,TJ030105,1
570,2016-05-30,交通科技-交通科技机构科研条件-科研仪器设备数量信息,TJ070302,1
571,2016-05-26,交通生产装备-港口装备-机车.车辆,TJ020403,1
572,2016-05-25,交通基础设施-公路基础设施-公路应急储备,TJ010104,1
573,2016-05-26,交通生产装备-城市交通生产装备-出租汽车,TJ020203,1
574,2016-05-30,交通科技-交通科技机构科研条件-实验室和研究中心情况,TJ070304,1
575,2016-05-26,交通生产装备-城市交通生产装备-公共汽电车,TJ020201,1
576,2016-05-27,交通运输生产-水路运输生产-水运企业,TJ030303,1
577,2016-05-30,交通科技-交通科技项目资金使用情况-资金支出情况,TJ070602,1
578,2016-05-27,交通质量.安全与环保-城市客运安全-公共汽电车客运安全,TJ05020101,1
579,2016-05-27,固定资产投资-新增固定资产新增生产能力,TJ060400,1
580,2016-05-25,交通基础设施-港口设施-港口.码头.泊位,TJ010401,1
581,2016-05-30,交通科技-交通科技机构科研建设投资额情况-交通科技机构科研建设投资额,TJ070201,1
582,2016-05-27,交通运输生产-水路运输生产-打捞,TJ030302,1
583,2016-05-26,交通运输生产-公路运输生产-车辆检查,TJ030107,1
584,2016-05-26,交通运输生产-公路运输生产-出入境运输,TJ030102,1
585,2016-05-25,交通生产装备-公路交通生产装备-运输车辆,TJ020101,1
586,2016-05-27,交通质量.安全与环保-公路运输安全-道路运输行车事故,TJ05010101,1
587,2016-05-26,交通运输生产-公路运输生产-场站生产,TJ030104,1
588,2016-05-26,交通生产装备-水路交通生产装备-运输船舶,TJ020301,1
589,2016-05-25,交通基础设施-港口设施-仓库.堆场,TJ010402,1
590,2016-05-25,交通基础设施-公路基础设施-公路构造物,TJ010102,1
591,2016-05-30,交通网络通信-岸台业务信息,TJ080200,1
592,2016-05-30,交通科技-交通科技项目类型和研究目标,TJ070400,1
593,2016-05-27,交通质量.安全与环保-港口生产质量.安全与环保-港口安全生产事故,TJ050401,1
594,2016-05-30,交通科技-交通科技项目执行情况,TJ070700,1
595,2016-05-25,交通基础设施-水路基础设施-内河航道永久性建筑物,TJ010302,1
596,2016-05-25,交通基础设施-公路基础设施-公路线路,TJ010101,1
597,2016-05-30,交通科技-交通科技机构科研条件-馆藏资源数量信息,TJ070303,1
598,2016-05-27,交通质量.安全与环保-城市客运安全-客运轮渡运输安全,TJ05020104,1
599,2016-05-30,交通网络通信-电台通信设备信息,TJ080100,1
600,2016-05-27,交通运输生产-水路运输生产-水路生产,TJ030301,1
601,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-获得专利情况,TJ070802,1
602,2016-05-27,交通能源消耗-城市客运能源消耗-出租汽车汽油消耗量,TJ040203,1
603,2016-05-27,交通运输生产-港口生产-吞吐量,TJ030401,1
604,2016-05-27,交通能源消耗-公路运输能源消耗-运输车辆能源消耗,TJ040101,1
605,2016-05-30,交通科技-交通科技项目资金使用情况-资金投入情况,TJ070601,1
606,2016-05-30,交通科技-交通科技项目成果.效益及影响情况-交通科技可持续支持项目后续流动研究项目情况,TJ071000,1
607,2016-05-26,交通运输生产-公路运输生产-公路运输,TJ030101,1
608,2016-05-27,交通运输生产-港口生产-装卸.集疏运,TJ030402,1
609,2016-05-27,交通能源消耗-港口能源消耗-港口能源消耗,TJ040400,1
610,2016-05-25,交通基础设施-城市交通基础设施-场站设施,TJ010205,1
611,2016-05-27,交通质量.安全与环保-道路运输场站运营安全事故,TJ05010102,1
612,2016-05-26,交通运输生产-公路运输生产-公路企业,TJ030108,1
613,2016-05-30,交通科技-交通科技机构科研建设-交通科研基本建设科研投资情况,TJ070202,1
614,2016-08-29,线路工程,AA1301,14
615,2016-08-29,桥涵工程,AA1303,14
616,2016-08-29,从业人员管理,AC12,14
617,2016-08-29,交通工程,AA1306,14
618,2016-08-29,B 水路交通,B,14
619,2016-08-29,营运车辆管理,AC11,14
620,2016-08-29,隧道工程,AA1304,14
621,2016-08-29,运输经营业户,AC10,14
622,2014-04-10,收费公路动态信息-道路封闭情况,SG050400,3
623,2014-04-10,收费公路动态信息-车辆平均行驶速度,SG050300,3
624,2014-04-10,收费公路动态信息-收费额,SG050200,3
625,2014-04-10,收费公路动态信息-交通量-断面交通量,SG050102,3
626,2014-04-10,收费公路动态信息-交通量-收费交通量,SG050101,3
627,2014-04-10,机电系统-供电系统,SG040500,3
628,2014-04-10,机电系统-监控系统,SG040400,3
629,2014-04-10,机电系统-通信系统,SG040300,3
630,2014-04-10,机电系统-收费系统,SG040200,3
631,2014-04-10,机电系统-机电系统基本信息,SG040100,3
632,2014-04-10,收费公路基本信息-收费管理机构与人员-班次运行情况,SG030400,3
633,2014-04-10,收费公路基本信息-收费管理机构与人员-收费人员管理方式,SG030300,3
634,2014-04-10,收费依据和标准-收费标准,SG020200,3
635,2014-04-10,收费依据和标准-收费许可,SG020100,3
636,2014-04-10,收费公路基本信息-路网管理设施-互通立交,SG010504,3
637,2014-04-10,收费公路基本信息-路网管理设施-收费车道,SG010503,3
638,2014-04-10,收费公路基本信息-路网管理设施-收费广场,SG010502,3
639,2014-04-10,收费公路基本信息-路网管理设施-收费站,SG010501,3
640,2014-04-10,收费公路基本信息-收费管理机构与人员-路段管理中心,SG030200,3
641,2014-04-10,收费公路基本信息-收费管理机构与人员-路网管理中心,SG030100,3
642,2014-04-10,收费公路基本信息-道路附属设施-加油站,SG010402,3
643,2014-04-10,收费公路基本信息-道路附属设施-服务区,SG010401,3
644,2014-04-10,收费公路基本信息-区间,SG010300,3
645,2014-04-10,收费公路基本信息-路段,SG010200,3
646,2016-05-31,收费公路基本信息-路线,SG010100,3
647,2016-05-31,收费依据和标准-收费相关信息,SG020300,3
648,2014-04-21,监管信息-价格管理,SY030400,4
649,2014-04-17,监管信息-质量管理-检查考评反馈通知,SY030302,4
650,2014-04-17,监管信息-质量管理-检查考评,SY030301,4
651,2014-04-17,监管信息-经营资质定期核查,SY030200,4
652,2014-04-17,监管信息-经营行为监管,SY030100,4
653,2014-04-17,行政管理信息-日期信息,SY021100,4
654,2014-04-17,行政管理信息-提交附件,SY021000,4
655,2014-04-17,行政管理信息-登记信息,SY020200,4
656,2014-04-17,行政管理信息-变更信息,SY020900,4
657,2014-04-17,行政管理信息-注销信息,SY020800,4
658,2014-04-17,行政管理信息-审核信息,SY020600,4
659,2014-04-17,行政管理信息-受理信息,SY020500,4
660,2014-04-17,行政管理信息-申请信息,SY020400,4
661,2014-04-17,行政管理信息-许可信息,SY020100,4
662,2014-04-17,机构人员信息-联系信息,SY010400,4
663,2014-04-17,机构人员信息-人员信息,SY010300,4
664,2014-04-17,机构人员信息-经营者信息-企业经营许可信息,SY010205,4
665,2014-04-17,机构人员信息-经营者信息-企业运力信息,SY010204,4
666,2014-04-17,机构人员信息-经营者信息-企业投资人信息,SY010203,4
667,2014-04-17,机构人员信息-经营者信息-企业基本信息,SY010201,4
668,2014-04-10,机构人员信息-管理者信息,SY010100,4
669,2016-05-24,规费信息-减免信息,SY050400,4
670,2016-05-24,运输工具-船舶技术指标,SY070500,4
671,2016-05-24,应急资源-应急物资,SY060700,4
672,2016-05-24,应急资源-应急预警信息,SY060500,4
673,2016-05-24,应急资源-应急演练信息,SY060400,4
674,2016-05-24,处罚-调查处理,SY040200,4
675,2016-05-24,处罚-处罚决定,SY040300,4
676,2016-05-24,运输工具-船舶基本信息,SY070100,4
677,2016-05-24,处罚-执法装备,SY040400,4
678,2016-05-24,运输工具-班轮信息,SY070200,4
679,2016-05-24,应急资源-应急案例信息,SY060300,4
680,2016-05-23,行政管理信息-审批信息,SY020700,4
681,2016-05-24,运输工具-运输信息,SY070300,4
682,2016-05-24,处罚-处罚案件,SY040100,4
683,2016-05-24,监管信息-诚信管理,SY030500,4
684,2016-05-24,规费信息-缴费信息,SY050200,4
685,2016-05-24,规费信息-返还信息,SY050300,4
686,2016-05-19,机构人员信息-经营者信息-企业筹建信息,SY010202,4
687,2016-05-20,行政管理信息-备案信息,SY020300,4
688,2016-05-24,规费信息-基本信息,SY050100,4
689,2016-05-24,运输工具-船舶营业运输证,SY070400,4
690,2016-05-24,应急资源-隐患点信息,SY060600,4
691,2016-05-24,应急资源-应急知识信息,SY060200,4
692,2016-05-24,应急资源-应急预案信息,SY060100,4
693,2016-05-24,监督检查-安全事故,SY030600,4
694,2016-05-20,从业人员管理类-继续教育培训信息,DY030305,10
695,2016-05-21,应急处置信息-应急处置,DY050602,10
696,2016-05-20,受理信息类,DY020300,10
697,2016-05-21,应急报警信息,DY050500,10
698,2016-05-20,车辆管理类-承运人责任险登记信息,DY030205,10
699,2016-05-19,证件类-IC卡道路运输证件,DY011104,10
700,2016-05-20,从业人员管理类-交通事故登记信息,DY030304,10
701,2016-05-19,人员类-管理人员信息,DY010202,10
702,2016-05-20,车辆管理类-客车等级类型划分及等级评定信息,DY030206,10
703,2016-05-20,日常管理类-经营业户管理类-客运站站级核定信息,DY030102,10
704,2016-05-19,证件类-管理人员执法证,DY011101,10
705,2016-05-20,行政执法类-调查取证信息-抽样取证及证据登记保存信息,DY040204,10
706,2016-05-20,客运管理类-票证管理类,DY030601,10
707,2016-05-19,车辆基础信息类,DY010400,10
708,2016-05-20,客运管理类-票证结存信息,DY030603,10
709,2016-05-20,证件管理类-补换信息,DY030402,10
710,2016-05-19,证件类-专业技术证书,DY011103,10
711,2016-05-21,应急事件信息,DY050300,10
712,2016-05-20,行政执法类-调查取证信息-鉴定及结果信息,DY040205,10
713,2016-05-19,救济程序类-听证信息,DY011001,10
714,2016-05-19,经营业户类-机动车驾驶培训机构信息,DY010305,10
715,2016-05-19,业务办理流程类,DY010600,10
716,2016-05-20,客运管理类-客运管理,DY030501,10
717,2016-05-20,客运管理类-票证核销信息,DY030605,10
718,2016-05-20,从业人员管理类-异动变更信息,DY030302,10
719,2016-05-20,车辆管理类-车辆交通责任事故登记信息,DY030204,10
720,2016-05-21,行政执法类-调查取证信息-违法行为通知及反馈处理信息,DY040207,10
721,2016-05-21,执行信息,DY040400,10
722,2016-05-20,行政执法类-调查取证信息-违法行为调查报告信息,DY040206,10
723,2016-05-19,经营业户类-基础设施信息,DY010302,10
724,2016-05-20,车辆管理类-车辆技术等级评定信息,DY030202,10
725,2016-05-19,证件类-驾驶证,DY011102,10
726,2016-05-19,基本信息类-机构类-管理机构信息,DY010102,10
727,2016-05-20,客运管理类-票证入库信息,DY030602,10
728,2016-05-21,结案信息,DY040500,10
729,2016-05-19,业务办理公示类,DY010900,10
730,2016-05-20,日常管理类-经营业户管理类-企业等级登记信息,DY030103,10
731,2016-05-21,应急处置信息-应急运力调度,DY050601,10
732,2016-05-21,应急预案信息,DY050200,10
733,2016-05-19,救济程序类-诉讼信息,DY011003,10
734,2016-05-19,救济程序类-行政复议信息,DY011002,10
735,2016-05-20,证件管理类-通用信息,DY030401,10
736,2016-05-20,车辆管理类-车辆二级维护登记信息,DY030203,10
737,2016-05-20,从业人员管理类-奖励信息,DY030306,10
738,2016-05-20,从业人员管理类-资格申请与认证信息,DY030301,10
739,2016-05-19,业务办理依据类,DY010800,10
740,2016-05-20,从业人员管理类-诚信和计分考核信息,DY030303,10
741,2016-05-20,车辆管理类-车辆年度审验信息,DY030201,10
742,2016-05-20,日常管理类-经营业户管理类-企业质量信誉等级评定信息,DY030101,10
743,2016-05-20,客运管理类-票证领取发放信息,DY030604,10
744,2016-05-20,档案变更类,DY030700,10
745,2016-05-19,经营业户类-机动车维修企业信息,DY010304,10
746,2016-05-20,行政执法类-调查取证信息-行政处罚勘验及结果信息,DY040202,10
747,2016-05-20,审查信息类,DY020400,10
748,2016-05-20,车辆管理类-车辆异动变更信息,DY030207,10
749,2016-05-19,行政许可类-申请信息类-专项信息,DY020202,10
750,2016-05-20,行政执法类-调查取证信息-行政处罚询问及笔录信息,DY040201,10
751,2016-05-19,基本信息类-机构类-机构基本信息,DY010101,10
752,2016-05-20,行政执法类-立案信息,DY040100,10
753,2016-05-19,业务办理文书类,DY010700,10
754,2016-05-21,应急管理类-应急资源信息-人员信息,DY050103,10
755,2016-05-21,应急管理类-应急资源信息-企业信息,DY050101,10
756,2016-05-21,应急演练信息,DY050400,10
757,2016-05-21,应急管理类-应急资源信息-资源信息,DY050104,10
758,2016-05-21,应急管理类-应急资源信息-车辆信息,DY050102,10
759,2016-05-21,决定信息,DY040300,10
760,2016-05-20,行政执法类-调查取证信息-违法车辆暂扣信息,DY040203,10
761,2016-05-20,证牌发放及相关信息类,DY020600,10
762,2016-05-19,经营业户类-客货运场站信息,DY010303,10
763,2016-05-19,人员类-人员基本信息,DY010201,10
764,2016-05-20,客运管理类-包车客运管理,DY030502,10
765,2016-05-20,决定信息类,DY020500,10
766,2016-05-19,行政许可类-申请信息类-基本信息,DY020201,10
767,2019-01-09 ,经营业户类-基本信息,DY010301,10
768,2019-01-09 ,设备基本信息类,DY010500,10
769,2019-01-09 ,状态管理类,DY030800,10
770,2019-01-09,行政许可类-通用信息类,DY020100,10
775,2019-01-10,行政许可类-通用信息类,N123123,10
